Task_ID,Project_ID,Employee_ID,Employee_Name,Task_Name,Assigned_Date,Due_Date,Completed_Date,Hours_Worked,Estimated_Hours,Task_Status,Task_Priority,Task_Type,Bug_Count,Rework_Hours,Is_Completed,Is_Late,Hours_Variance,Efficiency_Ratio,Project_Name,Project_Manager,Team_Name,Department,Project_Type,Start_Date,End_Date,Planned_End_Date,Status,Priority,Budget,Actual_Cost,Progress_%,Risk_Level,Client,Team_Size,Delay_Days,Cost_Variance,Cost_Variance_%,Is_Delayed,Is_Over_Budget
TSK000419,PRJ0013,EMP0225,Shaurya Das,Testing task #420,2025-05-22,2025-05-24,2025-05-26,22.0,13.9,Completed,High,Bug Fix,0,0.0,True,True,8.1,0.63,Dashboard - Fintech Client A #13,Divya Pillai,Vega,Mobile Apps,Dashboard,2024-12-30,2025-12-09,2025-09-18,Delayed,Medium,26902.86,29844.24,100.0,High,Fintech Client A,10,82,2941.380000000001,10.93,True,True
TSK000420,PRJ0013,EMP0264,Kiaan Das,Bug Fix task #421,2025-11-15,2025-12-04,2025-12-03,43.4,39.5,Completed,Low,Research,1,1.0,True,False,3.8999999999999986,0.91,Dashboard - Fintech Client A #13,Divya Pillai,Vega,Mobile Apps,Dashboard,2024-12-30,2025-12-09,2025-09-18,Delayed,Medium,26902.86,29844.24,100.0,High,Fintech Client A,10,82,2941.380000000001,10.93,True,True
TSK000421,PRJ0013,EMP0238,Vivaan Nair,Documentation task #422,2025-08-09,2025-08-26,2025-08-28,21.2,24.6,Completed,High,Research,0,0.0,True,True,-3.400000000000002,1.16,Dashboard - Fintech Client A #13,Divya Pillai,Vega,Mobile Apps,Dashboard,2024-12-30,2025-12-09,2025-09-18,Delayed,Medium,26902.86,29844.24,100.0,High,Fintech Client A,10,82,2941.380000000001,10.93,True,True
TSK000422,PRJ0013,EMP0185,Kabir Malhotra,Testing task #423,2025-11-26,2025-12-07,2025-12-09,17.0,19.8,Completed,Medium,Documentation,1,2.0,True,True,-2.8000000000000007,1.16,Dashboard - Fintech Client A #13,Divya Pillai,Vega,Mobile Apps,Dashboard,2024-12-30,2025-12-09,2025-09-18,Delayed,Medium,26902.86,29844.24,100.0,High,Fintech Client A,10,82,2941.380000000001,10.93,True,True
TSK000423,PRJ0013,EMP0466,Kiaan Nair,Testing task #424,2025-11-25,2025-11-30,2025-12-12,0.0,58.3,Completed,Medium,Bug Fix,0,0.0,True,True,-58.3,,Dashboard - Fintech Client A #13,Divya Pillai,Vega,Mobile Apps,Dashboard,2024-12-30,2025-12-09,2025-09-18,Delayed,Medium,26902.86,29844.24,100.0,High,Fintech Client A,10,82,2941.380000000001,10.93,True,True
TSK000424,PRJ0013,EMP0022,Saanvi Singh,Development task #425,2025-02-24,2025-02-27,2025-02-27,70.1,50.3,Completed,Low,Deployment,3,8.5,True,False,19.799999999999997,0.72,Dashboard - Fintech Client A #13,Divya Pillai,Vega,Mobile Apps,Dashboard,2024-12-30,2025-12-09,2025-09-18,Delayed,Medium,26902.86,29844.24,100.0,High,Fintech Client A,10,82,2941.380000000001,10.93,True,True
TSK000425,PRJ0013,EMP0088,Diya Singh,Code Review task #426,2025-04-12,2025-05-02,,4.1,11.8,In Progress,High,Testing,2,2.2,False,False,-7.700000000000001,2.88,Dashboard - Fintech Client A #13,Divya Pillai,Vega,Mobile Apps,Dashboard,2024-12-30,2025-12-09,2025-09-18,Delayed,Medium,26902.86,29844.24,100.0,High,Fintech Client A,10,82,2941.380000000001,10.93,True,True
TSK000426,PRJ0013,EMP0022,Saanvi Singh,Documentation task #427,2025-01-21,2025-02-01,2025-02-03,14.7,9.8,Completed,Medium,Bug Fix,3,1.5,True,True,4.899999999999999,0.67,Dashboard - Fintech Client A #13,Divya Pillai,Vega,Mobile Apps,Dashboard,2024-12-30,2025-12-09,2025-09-18,Delayed,Medium,26902.86,29844.24,100.0,High,Fintech Client A,10,82,2941.380000000001,10.93,True,True
TSK000427,PRJ0013,EMP0151,Yuvan Rao,Testing task #428,2025-06-28,2025-07-07,,16.6,40.7,To Do,Medium,Design,0,0.0,False,False,-24.1,2.45,Dashboard - Fintech Client A #13,Divya Pillai,Vega,Mobile Apps,Dashboard,2024-12-30,2025-12-09,2025-09-18,Delayed,Medium,26902.86,29844.24,100.0,High,Fintech Client A,10,82,2941.380000000001,10.93,True,True
TSK000428,PRJ0013,EMP0113,Kabir Bose,Testing task #429,2025-04-23,2025-05-04,2025-05-07,12.2,9.7,Completed,Low,Design,0,0.0,True,True,2.5,0.8,Dashboard - Fintech Client A #13,Divya Pillai,Vega,Mobile Apps,Dashboard,2024-12-30,2025-12-09,2025-09-18,Delayed,Medium,26902.86,29844.24,100.0,High,Fintech Client A,10,82,2941.380000000001,10.93,True,True
TSK000429,PRJ0013,EMP0183,Veer Nair,Code Review task #430,2025-08-06,2025-08-27,2025-08-28,36.5,33.7,Completed,Medium,Testing,0,0.0,True,True,2.799999999999997,0.92,Dashboard - Fintech Client A #13,Divya Pillai,Vega,Mobile Apps,Dashboard,2024-12-30,2025-12-09,2025-09-18,Delayed,Medium,26902.86,29844.24,100.0,High,Fintech Client A,10,82,2941.380000000001,10.93,True,True
TSK000430,PRJ0013,EMP0278,Rudra Pillai,Design task #431,2025-09-11,2025-09-21,2025-09-19,55.1,41.1,Completed,High,Design,1,0.5,True,False,14.0,0.75,Dashboard - Fintech Client A #13,Divya Pillai,Vega,Mobile Apps,Dashboard,2024-12-30,2025-12-09,2025-09-18,Delayed,Medium,26902.86,29844.24,100.0,High,Fintech Client A,10,82,2941.380000000001,10.93,True,True
TSK000431,PRJ0013,EMP0328,Shaurya Das,Deployment task #432,2025-03-15,2025-04-01,2025-04-01,20.8,25.9,Completed,Low,Design,1,2.3,True,False,-5.099999999999998,1.25,Dashboard - Fintech Client A #13,Divya Pillai,Vega,Mobile Apps,Dashboard,2024-12-30,2025-12-09,2025-09-18,Delayed,Medium,26902.86,29844.24,100.0,High,Fintech Client A,10,82,2941.380000000001,10.93,True,True
TSK000432,PRJ0013,EMP0395,Zara Krishnan,Design task #433,2025-06-28,2025-07-13,2025-07-14,34.5,21.9,Completed,High,Documentation,0,0.0,True,True,12.600000000000001,0.63,Dashboard - Fintech Client A #13,Divya Pillai,Vega,Mobile Apps,Dashboard,2024-12-30,2025-12-09,2025-09-18,Delayed,Medium,26902.86,29844.24,100.0,High,Fintech Client A,10,82,2941.380000000001,10.93,True,True
TSK000433,PRJ0013,EMP0393,Yuvan Menon,Bug Fix task #434,2025-08-01,2025-08-20,2025-08-20,41.0,34.8,Completed,High,Documentation,0,0.0,True,False,6.200000000000003,0.85,Dashboard - Fintech Client A #13,Divya Pillai,Vega,Mobile Apps,Dashboard,2024-12-30,2025-12-09,2025-09-18,Delayed,Medium,26902.86,29844.24,100.0,High,Fintech Client A,10,82,2941.380000000001,10.93,True,True
TSK000434,PRJ0013,EMP0090,Myra Verma,Deployment task #435,2025-04-29,2025-05-07,,9.5,24.3,In Progress,Medium,Design,1,0.8,False,False,-14.8,2.56,Dashboard - Fintech Client A #13,Divya Pillai,Vega,Mobile Apps,Dashboard,2024-12-30,2025-12-09,2025-09-18,Delayed,Medium,26902.86,29844.24,100.0,High,Fintech Client A,10,82,2941.380000000001,10.93,True,True
TSK000435,PRJ0013,EMP0302,Aditya Malhotra,Design task #436,2025-08-22,2025-09-10,,3.6,12.1,Blocked,Low,Design,0,0.0,False,False,-8.5,3.36,Dashboard - Fintech Client A #13,Divya Pillai,Vega,Mobile Apps,Dashboard,2024-12-30,2025-12-09,2025-09-18,Delayed,Medium,26902.86,29844.24,100.0,High,Fintech Client A,10,82,2941.380000000001,10.93,True,True
TSK000436,PRJ0013,EMP0387,Ananya Bose,Design task #437,2025-01-12,2025-01-27,2025-01-25,57.2,43.0,Completed,Low,Design,0,0.0,True,False,14.200000000000003,0.75,Dashboard - Fintech Client A #13,Divya Pillai,Vega,Mobile Apps,Dashboard,2024-12-30,2025-12-09,2025-09-18,Delayed,Medium,26902.86,29844.24,100.0,High,Fintech Client A,10,82,2941.380000000001,10.93,True,True
TSK000437,PRJ0013,EMP0375,Aadhya Rao,Design task #438,2025-03-12,2025-03-16,2025-03-18,12.2,8.4,Completed,High,Code Review,2,4.8,True,True,3.799999999999999,0.69,Dashboard - Fintech Client A #13,Divya Pillai,Vega,Mobile Apps,Dashboard,2024-12-30,2025-12-09,2025-09-18,Delayed,Medium,26902.86,29844.24,100.0,High,Fintech Client A,10,82,2941.380000000001,10.93,True,True
TSK000438,PRJ0013,EMP0482,Ananya Krishnan,Development task #439,2025-07-28,2025-08-13,2025-08-13,59.0,44.5,Completed,High,Design,2,1.8,True,False,14.5,0.75,Dashboard - Fintech Client A #13,Divya Pillai,Vega,Mobile Apps,Dashboard,2024-12-30,2025-12-09,2025-09-18,Delayed,Medium,26902.86,29844.24,100.0,High,Fintech Client A,10,82,2941.380000000001,10.93,True,True
TSK000439,PRJ0013,EMP0516,Dhruv Reddy,Code Review task #440,2025-03-22,2025-04-06,2025-04-04,6.8,4.6,Completed,High,Documentation,1,2.6,True,False,2.2,0.68,Dashboard - Fintech Client A #13,Divya Pillai,Vega,Mobile Apps,Dashboard,2024-12-30,2025-12-09,2025-09-18,Delayed,Medium,26902.86,29844.24,100.0,High,Fintech Client A,10,82,2941.380000000001,10.93,True,True
TSK000440,PRJ0013,EMP0434,Kavya Malhotra,Documentation task #441,2025-03-20,2025-03-24,2025-03-24,30.3,19.2,Completed,Medium,Design,2,2.1,True,False,11.100000000000001,0.63,Dashboard - Fintech Client A #13,Divya Pillai,Vega,Mobile Apps,Dashboard,2024-12-30,2025-12-09,2025-09-18,Delayed,Medium,26902.86,29844.24,100.0,High,Fintech Client A,10,82,2941.380000000001,10.93,True,True
TSK000441,PRJ0013,EMP0573,Ananya Rao,Deployment task #442,2025-11-04,2025-11-20,2025-11-23,65.8,51.1,Completed,High,Bug Fix,3,4.4,True,True,14.699999999999996,0.78,Dashboard - Fintech Client A #13,Divya Pillai,Vega,Mobile Apps,Dashboard,2024-12-30,2025-12-09,2025-09-18,Delayed,Medium,26902.86,29844.24,100.0,High,Fintech Client A,10,82,2941.380000000001,10.93,True,True
TSK000442,PRJ0013,EMP0200,Veer Reddy,Design task #443,2025-05-17,2025-05-21,2025-05-20,14.1,10.1,Completed,High,Testing,0,0.0,True,False,4.0,0.72,Dashboard - Fintech Client A #13,Divya Pillai,Vega,Mobile Apps,Dashboard,2024-12-30,2025-12-09,2025-09-18,Delayed,Medium,26902.86,29844.24,100.0,High,Fintech Client A,10,82,2941.380000000001,10.93,True,True
TSK000443,PRJ0013,EMP0067,Meera Iyer,Testing task #444,2025-04-17,2025-04-28,2025-04-30,33.0,37.4,Completed,High,Development,0,0.0,True,True,-4.399999999999999,1.13,Dashboard - Fintech Client A #13,Divya Pillai,Vega,Mobile Apps,Dashboard,2024-12-30,2025-12-09,2025-09-18,Delayed,Medium,26902.86,29844.24,100.0,High,Fintech Client A,10,82,2941.380000000001,10.93,True,True
TSK000444,PRJ0013,EMP0578,Dhruv Kapoor,Bug Fix task #445,2025-09-03,2025-09-15,2025-09-20,6.5,6.6,Completed,High,Documentation,0,0.0,True,True,-0.09999999999999964,1.02,Dashboard - Fintech Client A #13,Divya Pillai,Vega,Mobile Apps,Dashboard,2024-12-30,2025-12-09,2025-09-18,Delayed,Medium,26902.86,29844.24,100.0,High,Fintech Client A,10,82,2941.380000000001,10.93,True,True
TSK000445,PRJ0013,EMP0323,Kabir Krishnan,Design task #446,2025-07-18,2025-07-24,2025-07-24,35.1,44.6,Completed,Low,Bug Fix,1,2.4,True,False,-9.5,1.27,Dashboard - Fintech Client A #13,Divya Pillai,Vega,Mobile Apps,Dashboard,2024-12-30,2025-12-09,2025-09-18,Delayed,Medium,26902.86,29844.24,100.0,High,Fintech Client A,10,82,2941.380000000001,10.93,True,True
TSK000446,PRJ0013,EMP0489,Vihaan Krishnan,Documentation task #447,2025-10-26,2025-10-29,2025-11-06,44.1,52.7,Completed,Low,Design,1,2.7,True,True,-8.600000000000001,1.2,Dashboard - Fintech Client A #13,Divya Pillai,Vega,Mobile Apps,Dashboard,2024-12-30,2025-12-09,2025-09-18,Delayed,Medium,26902.86,29844.24,100.0,High,Fintech Client A,10,82,2941.380000000001,10.93,True,True
TSK000447,PRJ0013,EMP0165,Sara Malhotra,Deployment task #448,2025-09-12,2025-10-03,2025-10-04,50.6,32.9,Completed,Medium,Deployment,0,0.0,True,True,17.700000000000003,0.65,Dashboard - Fintech Client A #13,Divya Pillai,Vega,Mobile Apps,Dashboard,2024-12-30,2025-12-09,2025-09-18,Delayed,Medium,26902.86,29844.24,100.0,High,Fintech Client A,10,82,2941.380000000001,10.93,True,True
TSK000448,PRJ0013,EMP0442,Meera Nair,Research task #449,2025-01-19,2025-02-02,2025-02-02,86.1,53.9,Completed,Low,Development,0,0.0,True,False,32.199999999999996,0.63,Dashboard - Fintech Client A #13,Divya Pillai,Vega,Mobile Apps,Dashboard,2024-12-30,2025-12-09,2025-09-18,Delayed,Medium,26902.86,29844.24,100.0,High,Fintech Client A,10,82,2941.380000000001,10.93,True,True
TSK000449,PRJ0013,EMP0147,Vivaan Verma,Deployment task #450,2025-06-06,2025-06-10,2025-06-10,38.4,34.6,Completed,Medium,Testing,2,2.5,True,False,3.799999999999997,0.9,Dashboard - Fintech Client A #13,Divya Pillai,Vega,Mobile Apps,Dashboard,2024-12-30,2025-12-09,2025-09-18,Delayed,Medium,26902.86,29844.24,100.0,High,Fintech Client A,10,82,2941.380000000001,10.93,True,True
TSK000450,PRJ0014,EMP0184,Zara Reddy,Development task #451,2024-12-29,2025-01-15,,11.4,18.4,Blocked,Medium,Code Review,2,1.6,False,False,-6.999999999999998,1.61,Internal Tool - Logistics Client E #14,Aditya Verma,Quantum,AI/ML,Internal Tool,2024-09-03,2025-02-14,2025-02-15,Completed,Medium,80048.18,80738.13,100.0,Low,Logistics Client E,7,0,689.9500000000116,0.86,False,True
TSK000451,PRJ0014,EMP0411,Zara Rao,Testing task #452,2024-12-16,2024-12-22,2024-12-22,60.4,52.0,Completed,High,Bug Fix,0,0.0,True,False,8.399999999999999,0.86,Internal Tool - Logistics Client E #14,Aditya Verma,Quantum,AI/ML,Internal Tool,2024-09-03,2025-02-14,2025-02-15,Completed,Medium,80048.18,80738.13,100.0,Low,Logistics Client E,7,0,689.9500000000116,0.86,False,True
TSK000452,PRJ0014,EMP0519,Aadhya Bose,Development task #453,2024-12-27,2024-12-30,2024-12-29,23.9,18.7,Completed,Low,Testing,0,0.0,True,False,5.199999999999999,0.78,Internal Tool - Logistics Client E #14,Aditya Verma,Quantum,AI/ML,Internal Tool,2024-09-03,2025-02-14,2025-02-15,Completed,Medium,80048.18,80738.13,100.0,Low,Logistics Client E,7,0,689.9500000000116,0.86,False,True
TSK000453,PRJ0014,EMP0298,Shaurya Kapoor,Deployment task #454,2024-12-08,2024-12-22,2024-12-21,11.6,12.9,Completed,Medium,Research,0,0.0,True,False,-1.3000000000000007,1.11,Internal Tool - Logistics Client E #14,Aditya Verma,Quantum,AI/ML,Internal Tool,2024-09-03,2025-02-14,2025-02-15,Completed,Medium,80048.18,80738.13,100.0,Low,Logistics Client E,7,0,689.9500000000116,0.86,False,True
TSK000454,PRJ0014,EMP0548,Aarav Reddy,Documentation task #455,2024-12-31,2025-01-07,2025-01-09,15.4,10.1,Completed,Medium,Deployment,0,0.0,True,True,5.300000000000001,0.66,Internal Tool - Logistics Client E #14,Aditya Verma,Quantum,AI/ML,Internal Tool,2024-09-03,2025-02-14,2025-02-15,Completed,Medium,80048.18,80738.13,100.0,Low,Logistics Client E,7,0,689.9500000000116,0.86,False,True
TSK000455,PRJ0014,EMP0067,Meera Iyer,Design task #456,2024-11-23,2024-12-14,2024-12-13,30.9,23.2,Completed,Medium,Design,2,2.4,True,False,7.699999999999999,0.75,Internal Tool - Logistics Client E #14,Aditya Verma,Quantum,AI/ML,Internal Tool,2024-09-03,2025-02-14,2025-02-15,Completed,Medium,80048.18,80738.13,100.0,Low,Logistics Client E,7,0,689.9500000000116,0.86,False,True
TSK000456,PRJ0014,EMP0219,Kavya Gupta,Research task #457,2024-11-23,2024-12-14,2024-12-15,27.1,35.8,Completed,Low,Development,0,0.0,True,True,-8.699999999999996,1.32,Internal Tool - Logistics Client E #14,Aditya Verma,Quantum,AI/ML,Internal Tool,2024-09-03,2025-02-14,2025-02-15,Completed,Medium,80048.18,80738.13,100.0,Low,Logistics Client E,7,0,689.9500000000116,0.86,False,True
TSK000457,PRJ0014,EMP0217,Zara Kumar,Code Review task #458,2024-09-08,2024-09-23,2024-09-23,72.9,57.3,Completed,High,Research,3,2.0,True,False,15.600000000000009,0.79,Internal Tool - Logistics Client E #14,Aditya Verma,Quantum,AI/ML,Internal Tool,2024-09-03,2025-02-14,2025-02-15,Completed,Medium,80048.18,80738.13,100.0,Low,Logistics Client E,7,0,689.9500000000116,0.86,False,True
TSK000458,PRJ0014,EMP0430,Diya Iyer,Code Review task #459,2025-01-15,2025-01-25,2025-01-23,12.0,16.0,Completed,Low,Documentation,0,0.0,True,False,-4.0,1.33,Internal Tool - Logistics Client E #14,Aditya Verma,Quantum,AI/ML,Internal Tool,2024-09-03,2025-02-14,2025-02-15,Completed,Medium,80048.18,80738.13,100.0,Low,Logistics Client E,7,0,689.9500000000116,0.86,False,True
TSK000459,PRJ0014,EMP0358,Anika Nair,Bug Fix task #460,2024-12-19,2025-01-07,2025-01-09,26.2,31.0,Completed,Low,Documentation,0,0.0,True,True,-4.800000000000001,1.18,Internal Tool - Logistics Client E #14,Aditya Verma,Quantum,AI/ML,Internal Tool,2024-09-03,2025-02-14,2025-02-15,Completed,Medium,80048.18,80738.13,100.0,Low,Logistics Client E,7,0,689.9500000000116,0.86,False,True
TSK000460,PRJ0014,EMP0080,Yuvan Nair,Deployment task #461,2025-01-29,2025-02-10,2025-02-18,55.5,38.5,Completed,Low,Design,0,0.0,True,True,17.0,0.69,Internal Tool - Logistics Client E #14,Aditya Verma,Quantum,AI/ML,Internal Tool,2024-09-03,2025-02-14,2025-02-15,Completed,Medium,80048.18,80738.13,100.0,Low,Logistics Client E,7,0,689.9500000000116,0.86,False,True
TSK000461,PRJ0014,EMP0470,Kiaan Iyer,Research task #462,2024-10-10,2024-10-22,2024-10-24,0.0,32.0,Completed,Low,Research,2,3.6,True,True,-32.0,,Internal Tool - Logistics Client E #14,Aditya Verma,Quantum,AI/ML,Internal Tool,2024-09-03,2025-02-14,2025-02-15,Completed,Medium,80048.18,80738.13,100.0,Low,Logistics Client E,7,0,689.9500000000116,0.86,False,True
TSK000462,PRJ0014,EMP0593,Aryan Malhotra,Documentation task #463,2024-09-27,2024-10-05,2024-10-04,7.1,6.0,Completed,High,Development,1,1.4,True,False,1.0999999999999996,0.85,Internal Tool - Logistics Client E #14,Aditya Verma,Quantum,AI/ML,Internal Tool,2024-09-03,2025-02-14,2025-02-15,Completed,Medium,80048.18,80738.13,100.0,Low,Logistics Client E,7,0,689.9500000000116,0.86,False,True
TSK000463,PRJ0014,EMP0380,Vihaan Gupta,Research task #464,2024-12-05,2024-12-16,2024-12-19,7.3,4.9,Completed,Medium,Bug Fix,0,0.0,True,True,2.3999999999999995,0.67,Internal Tool - Logistics Client E #14,Aditya Verma,Quantum,AI/ML,Internal Tool,2024-09-03,2025-02-14,2025-02-15,Completed,Medium,80048.18,80738.13,100.0,Low,Logistics Client E,7,0,689.9500000000116,0.86,False,True
TSK000464,PRJ0014,EMP0361,Aryan Pillai,Design task #465,2024-12-02,2024-12-17,2024-12-22,70.0,50.4,Completed,High,Design,1,0.9,True,True,19.6,0.72,Internal Tool - Logistics Client E #14,Aditya Verma,Quantum,AI/ML,Internal Tool,2024-09-03,2025-02-14,2025-02-15,Completed,Medium,80048.18,80738.13,100.0,Low,Logistics Client E,7,0,689.9500000000116,0.86,False,True
TSK000465,PRJ0014,EMP0556,Vihaan Bose,Testing task #466,2024-12-23,2025-01-07,2025-01-10,33.8,25.4,Completed,Low,Testing,0,0.0,True,True,8.399999999999999,0.75,Internal Tool - Logistics Client E #14,Aditya Verma,Quantum,AI/ML,Internal Tool,2024-09-03,2025-02-14,2025-02-15,Completed,Medium,80048.18,80738.13,100.0,Low,Logistics Client E,7,0,689.9500000000116,0.86,False,True
TSK000466,PRJ0014,EMP0092,Aditya Bose,Research task #467,2024-09-07,2024-09-22,2024-09-22,52.9,38.5,Completed,High,Development,0,0.0,True,False,14.399999999999999,0.73,Internal Tool - Logistics Client E #14,Aditya Verma,Quantum,AI/ML,Internal Tool,2024-09-03,2025-02-14,2025-02-15,Completed,Medium,80048.18,80738.13,100.0,Low,Logistics Client E,7,0,689.9500000000116,0.86,False,True
TSK000467,PRJ0014,EMP0297,Advait Gupta,Deployment task #468,2024-12-19,2025-01-04,2025-01-07,12.8,15.9,Completed,Medium,Bug Fix,0,0.0,True,True,-3.0999999999999996,1.24,Internal Tool - Logistics Client E #14,Aditya Verma,Quantum,AI/ML,Internal Tool,2024-09-03,2025-02-14,2025-02-15,Completed,Medium,80048.18,80738.13,100.0,Low,Logistics Client E,7,0,689.9500000000116,0.86,False,True
TSK000468,PRJ0014,EMP0406,Saanvi Das,Bug Fix task #469,2024-09-04,2024-09-13,2024-09-14,53.3,56.6,Completed,High,Documentation,0,0.0,True,True,-3.3000000000000043,1.06,Internal Tool - Logistics Client E #14,Aditya Verma,Quantum,AI/ML,Internal Tool,2024-09-03,2025-02-14,2025-02-15,Completed,Medium,80048.18,80738.13,100.0,Low,Logistics Client E,7,0,689.9500000000116,0.86,False,True
TSK000469,PRJ0014,EMP0005,Sara Iyer,Deployment task #470,2024-12-18,2024-12-20,2024-12-22,6.0,5.8,Completed,Medium,Design,0,0.0,True,True,0.20000000000000018,0.97,Internal Tool - Logistics Client E #14,Aditya Verma,Quantum,AI/ML,Internal Tool,2024-09-03,2025-02-14,2025-02-15,Completed,Medium,80048.18,80738.13,100.0,Low,Logistics Client E,7,0,689.9500000000116,0.86,False,True
TSK000470,PRJ0014,EMP0586,Dhruv Krishnan,Bug Fix task #471,2024-12-22,2025-01-05,2025-01-03,22.4,17.5,Completed,Low,Bug Fix,0,0.0,True,False,4.899999999999999,0.78,Internal Tool - Logistics Client E #14,Aditya Verma,Quantum,AI/ML,Internal Tool,2024-09-03,2025-02-14,2025-02-15,Completed,Medium,80048.18,80738.13,100.0,Low,Logistics Client E,7,0,689.9500000000116,0.86,False,True
TSK000471,PRJ0014,EMP0178,Meera Sharma,Testing task #472,2024-12-15,2025-01-02,2025-01-04,49.6,54.6,Completed,High,Bug Fix,0,0.0,True,True,-5.0,1.1,Internal Tool - Logistics Client E #14,Aditya Verma,Quantum,AI/ML,Internal Tool,2024-09-03,2025-02-14,2025-02-15,Completed,Medium,80048.18,80738.13,100.0,Low,Logistics Client E,7,0,689.9500000000116,0.86,False,True
TSK000472,PRJ0015,EMP0267,Kavya Rao,Development task #473,2024-11-07,2024-11-19,2024-11-20,27.4,35.0,Completed,High,Testing,1,2.1,True,True,-7.600000000000001,1.28,Internal Tool - Healthcare Client C #15,Aditya Verma,Quantum,Customer Platforms,Internal Tool,2024-04-07,2024-12-14,2024-12-20,Completed,High,63106.27,58890.64,100.0,Low,Healthcare Client C,6,0,-4215.629999999997,-6.68,False,False
TSK000473,PRJ0015,EMP0586,Dhruv Krishnan,Code Review task #474,2024-07-13,2024-07-19,,3.3,5.4,To Do,Low,Documentation,2,2.2,False,False,-2.1000000000000005,1.64,Internal Tool - Healthcare Client C #15,Aditya Verma,Quantum,Customer Platforms,Internal Tool,2024-04-07,2024-12-14,2024-12-20,Completed,High,63106.27,58890.64,100.0,Low,Healthcare Client C,6,0,-4215.629999999997,-6.68,False,False
TSK000474,PRJ0015,EMP0388,Reyansh Singh,Testing task #475,2024-10-21,2024-10-24,2024-10-22,28.7,18.6,Completed,Low,Research,0,0.0,True,False,10.099999999999998,0.65,Internal Tool - Healthcare Client C #15,Aditya Verma,Quantum,Customer Platforms,Internal Tool,2024-04-07,2024-12-14,2024-12-20,Completed,High,63106.27,58890.64,100.0,Low,Healthcare Client C,6,0,-4215.629999999997,-6.68,False,False
TSK000475,PRJ0015,EMP0126,Kavya Nair,Documentation task #476,2024-05-04,2024-05-14,,1.9,11.9,In Progress,Medium,Testing,0,0.0,False,False,-10.0,6.26,Internal Tool - Healthcare Client C #15,Aditya Verma,Quantum,Customer Platforms,Internal Tool,2024-04-07,2024-12-14,2024-12-20,Completed,High,63106.27,58890.64,100.0,Low,Healthcare Client C,6,0,-4215.629999999997,-6.68,False,False
TSK000476,PRJ0015,EMP0503,Advait Verma,Research task #477,2024-10-27,2024-10-31,2024-10-29,6.6,5.2,Completed,Low,Design,2,3.1,True,False,1.3999999999999995,0.79,Internal Tool - Healthcare Client C #15,Aditya Verma,Quantum,Customer Platforms,Internal Tool,2024-04-07,2024-12-14,2024-12-20,Completed,High,63106.27,58890.64,100.0,Low,Healthcare Client C,6,0,-4215.629999999997,-6.68,False,False
TSK000477,PRJ0015,EMP0306,Ishaan Reddy,Development task #478,2024-04-09,2024-04-29,2024-04-29,80.2,54.6,Completed,Low,Code Review,1,1.4,True,False,25.6,0.68,Internal Tool - Healthcare Client C #15,Aditya Verma,Quantum,Customer Platforms,Internal Tool,2024-04-07,2024-12-14,2024-12-20,Completed,High,63106.27,58890.64,100.0,Low,Healthcare Client C,6,0,-4215.629999999997,-6.68,False,False
TSK000478,PRJ0015,EMP0125,Zara Kumar,Documentation task #479,2024-05-26,2024-06-14,2024-06-15,44.0,37.9,Completed,Low,Deployment,1,2.7,True,True,6.100000000000001,0.86,Internal Tool - Healthcare Client C #15,Aditya Verma,Quantum,Customer Platforms,Internal Tool,2024-04-07,2024-12-14,2024-12-20,Completed,High,63106.27,58890.64,100.0,Low,Healthcare Client C,6,0,-4215.629999999997,-6.68,False,False
TSK000479,PRJ0015,EMP0142,Kabir Das,Code Review task #480,2024-06-02,2024-06-08,2024-06-10,9.9,8.7,Completed,Medium,Research,0,0.0,True,True,1.200000000000001,0.88,Internal Tool - Healthcare Client C #15,Aditya Verma,Quantum,Customer Platforms,Internal Tool,2024-04-07,2024-12-14,2024-12-20,Completed,High,63106.27,58890.64,100.0,Low,Healthcare Client C,6,0,-4215.629999999997,-6.68,False,False
TSK000480,PRJ0015,EMP0447,Ananya Iyer,Bug Fix task #481,2024-08-16,2024-08-24,2024-08-24,50.1,57.0,Completed,Low,Code Review,0,0.0,True,False,-6.899999999999999,1.14,Internal Tool - Healthcare Client C #15,Aditya Verma,Quantum,Customer Platforms,Internal Tool,2024-04-07,2024-12-14,2024-12-20,Completed,High,63106.27,58890.64,100.0,Low,Healthcare Client C,6,0,-4215.629999999997,-6.68,False,False
TSK000481,PRJ0015,EMP0170,Aditya Menon,Testing task #482,2024-10-27,2024-11-13,2024-11-14,17.1,15.5,Completed,High,Bug Fix,3,3.5,True,True,1.6000000000000014,0.91,Internal Tool - Healthcare Client C #15,Aditya Verma,Quantum,Customer Platforms,Internal Tool,2024-04-07,2024-12-14,2024-12-20,Completed,High,63106.27,58890.64,100.0,Low,Healthcare Client C,6,0,-4215.629999999997,-6.68,False,False
TSK000482,PRJ0015,EMP0440,Anika Krishnan,Code Review task #483,2024-05-28,2024-06-10,,16.5,35.8,In Progress,High,Bug Fix,0,0.0,False,False,-19.299999999999997,2.17,Internal Tool - Healthcare Client C #15,Aditya Verma,Quantum,Customer Platforms,Internal Tool,2024-04-07,2024-12-14,2024-12-20,Completed,High,63106.27,58890.64,100.0,Low,Healthcare Client C,6,0,-4215.629999999997,-6.68,False,False
