Task_ID,Project_ID,Employee_ID,Employee_Name,Task_Name,Assigned_Date,Due_Date,Completed_Date,Hours_Worked,Estimated_Hours,Task_Status,Task_Priority,Task_Type,Bug_Count,Rework_Hours,Is_Completed,Is_Late,Hours_Variance,Efficiency_Ratio
TSK002913,PRJ0087,EMP0578,Dhruv Kapoor,Testing task #2914,2024-11-06,2024-11-26,2024-12-01,60.3,57.7,Completed,Low,Research,2,1.6,True,True,2.5999999999999943,0.96
TSK002914,PRJ0087,EMP0032,Vivaan Gupta,Development task #2915,2024-11-13,2024-12-02,2024-12-07,33.1,25.4,Completed,Medium,Design,1,2.3,True,True,7.700000000000003,0.77
TSK002915,PRJ0087,EMP0001,Dhruv Nair,Testing task #2916,2024-10-08,2024-10-17,,1.5,5.6,To Do,Low,Development,0,0.0,False,False,-4.1,3.73
TSK002916,PRJ0088,EMP0592,Arnav Singh,Documentation task #2917,2025-07-03,2025-07-20,2025-07-20,23.5,26.2,Completed,Medium,Code Review,1,0.5,True,False,-2.6999999999999993,1.11
TSK002917,PRJ0088,EMP0516,Dhruv Reddy,Development task #2918,2025-03-21,2025-04-04,2025-04-03,67.3,59.3,Completed,Medium,Bug Fix,0,0.0,True,False,8.0,0.88
TSK002918,PRJ0088,EMP0334,Ishaan Das,Research task #2919,2025-08-05,2025-08-13,2025-08-15,56.0,49.1,Completed,Low,Documentation,0,0.0,True,True,6.899999999999999,0.88
TSK002919,PRJ0088,EMP0078,Zara Kapoor,Bug Fix task #2920,2025-06-15,2025-07-06,2025-07-04,28.1,18.1,Completed,High,Research,0,0.0,True,False,10.0,0.64
TSK002920,PRJ0088,EMP0247,Aditya Kumar,Documentation task #2921,2024-12-22,2025-01-09,,24.4,46.3,Blocked,Low,Design,0,0.0,False,False,-21.9,1.9
TSK002921,PRJ0088,EMP0181,Veer Reddy,Development task #2922,2025-07-01,2025-07-16,2025-07-19,48.2,51.0,Completed,High,Deployment,2,3.5,True,True,-2.799999999999997,1.06
TSK002922,PRJ0088,EMP0529,Shaurya Bose,Research task #2923,2024-12-23,2024-12-27,2025-01-08,22.1,21.1,Completed,High,Development,0,0.0,True,True,1.0,0.95
TSK002923,PRJ0088,EMP0042,Meera Rao,Deployment task #2924,2024-12-10,2024-12-30,2024-12-29,12.4,7.9,Completed,Medium,Bug Fix,0,0.0,True,False,4.5,0.64
TSK002924,PRJ0088,EMP0452,Myra Malhotra,Development task #2925,2025-03-25,2025-04-11,2025-04-10,57.4,39.3,Completed,High,Code Review,0,0.0,True,False,18.1,0.68
TSK002925,PRJ0088,EMP0108,Rudra Verma,Design task #2926,2025-03-14,2025-04-01,2025-04-01,12.2,10.0,Completed,Low,Documentation,0,0.0,True,False,2.1999999999999993,0.82
TSK002926,PRJ0088,EMP0014,Kavya Sharma,Testing task #2927,2025-05-25,2025-06-13,2025-06-13,26.4,20.5,Completed,Low,Testing,0,0.0,True,False,5.899999999999999,0.78
TSK002927,PRJ0088,EMP0597,Aryan Verma,Code Review task #2928,2024-12-18,2024-12-31,2025-01-05,22.1,15.0,Completed,Low,Design,1,1.2,True,True,7.100000000000001,0.68
TSK002928,PRJ0088,EMP0322,Riya Gupta,Research task #2929,2025-07-14,2025-08-03,2025-08-11,51.0,38.8,Completed,High,Bug Fix,0,0.0,True,True,12.200000000000003,0.76
TSK002929,PRJ0088,EMP0480,Riya Das,Deployment task #2930,2025-06-14,2025-06-17,,39.6,51.7,Blocked,Low,Documentation,0,0.0,False,False,-12.100000000000001,1.31
TSK002930,PRJ0088,EMP0318,Saanvi Malhotra,Code Review task #2931,2024-12-05,2024-12-25,2024-12-23,63.5,40.3,Completed,Medium,Documentation,0,0.0,True,False,23.200000000000003,0.63
TSK002931,PRJ0088,EMP0022,Saanvi Singh,Research task #2932,2025-08-24,2025-09-01,2025-09-02,8.1,9.6,Completed,High,Development,0,0.0,True,True,-1.5,1.19
TSK002932,PRJ0088,EMP0185,Kabir Malhotra,Code Review task #2933,2025-06-12,2025-06-21,2025-06-23,68.7,46.1,Completed,High,Testing,0,0.0,True,True,22.6,0.67
TSK002933,PRJ0088,EMP0565,Veer Sharma,Development task #2934,2025-05-12,2025-05-21,2025-05-21,8.4,10.6,Completed,Medium,Research,0,0.0,True,False,-2.1999999999999993,1.26
TSK002934,PRJ0088,EMP0460,Dhruv Reddy,Design task #2935,2025-06-22,2025-07-09,2025-07-11,42.1,51.2,Completed,Low,Documentation,0,0.0,True,True,-9.100000000000001,1.22
TSK002935,PRJ0088,EMP0061,Saanvi Gupta,Design task #2936,2025-02-14,2025-03-02,2025-03-04,36.9,33.7,Completed,Low,Development,1,1.8,True,True,3.1999999999999957,0.91
TSK002936,PRJ0088,EMP0215,Veer Krishnan,Research task #2937,2025-06-28,2025-07-14,2025-07-12,5.3,4.7,Completed,High,Design,1,2.1,True,False,0.5999999999999996,0.89
TSK002937,PRJ0088,EMP0388,Reyansh Singh,Code Review task #2938,2025-05-11,2025-05-27,2025-06-04,35.4,23.1,Completed,High,Deployment,1,2.6,True,True,12.299999999999997,0.65
TSK002938,PRJ0088,EMP0098,Reyansh Menon,Design task #2939,2025-05-04,2025-05-20,2025-05-23,18.7,21.7,Completed,Medium,Design,1,1.3,True,True,-3.0,1.16
TSK002939,PRJ0088,EMP0430,Diya Iyer,Deployment task #2940,2024-12-21,2025-01-08,2025-01-11,34.6,43.6,Completed,High,Bug Fix,0,0.0,True,True,-9.0,1.26
TSK002940,PRJ0088,EMP0488,Ira Rao,Development task #2941,2025-04-03,2025-04-22,2025-04-27,36.9,48.1,Completed,High,Deployment,1,1.2,True,True,-11.200000000000003,1.3
TSK002941,PRJ0088,EMP0062,Ishaan Bose,Documentation task #2942,2025-06-26,2025-07-15,2025-07-16,57.5,46.1,Completed,Medium,Bug Fix,1,2.3,True,True,11.399999999999999,0.8
TSK002942,PRJ0088,EMP0332,Aryan Sharma,Deployment task #2943,2024-12-27,2025-01-13,2025-01-13,21.7,13.9,Completed,Medium,Documentation,1,2.8,True,False,7.799999999999999,0.64
TSK002943,PRJ0088,EMP0247,Aditya Kumar,Code Review task #2944,2025-03-12,2025-04-01,2025-04-04,46.1,47.5,Completed,Medium,Research,0,0.0,True,True,-1.3999999999999986,1.03
TSK002944,PRJ0088,EMP0055,Arnav Das,Bug Fix task #2945,2025-05-19,2025-05-31,2025-06-01,12.2,8.3,Completed,Low,Development,0,0.0,True,True,3.8999999999999986,0.68
TSK002945,PRJ0088,EMP0208,Reyansh Gupta,Bug Fix task #2946,2025-02-20,2025-02-26,2025-02-27,60.1,57.8,Completed,Low,Bug Fix,0,0.0,True,True,2.3000000000000043,0.96
TSK002946,PRJ0088,EMP0594,Rudra Malhotra,Research task #2947,2025-07-21,2025-07-31,2025-07-29,78.0,57.7,Completed,Low,Documentation,1,2.7,True,False,20.299999999999997,0.74
TSK002947,PRJ0088,EMP0570,Ishaan Gupta,Bug Fix task #2948,2025-05-22,2025-06-01,2025-06-02,56.0,40.5,Completed,High,Testing,0,0.0,True,True,15.5,0.72
TSK002948,PRJ0088,EMP0585,Saanvi Malhotra,Design task #2949,2025-03-03,2025-03-24,2025-03-26,74.9,55.4,Completed,High,Documentation,0,0.0,True,True,19.500000000000007,0.74
TSK002949,PRJ0088,EMP0143,Anika Krishnan,Documentation task #2950,2025-08-15,2025-08-17,2025-08-19,64.1,46.2,Completed,High,Code Review,0,0.0,True,True,17.89999999999999,0.72
TSK002950,PRJ0088,EMP0098,Reyansh Menon,Documentation task #2951,2025-08-10,2025-08-22,2025-08-30,18.3,24.2,Completed,Low,Code Review,1,0.9,True,True,-5.899999999999999,1.32
TSK002951,PRJ0088,EMP0004,Ishaan Nair,Design task #2952,2024-12-23,2025-01-05,2025-01-13,39.1,53.9,Completed,Medium,Research,0,0.0,True,True,-14.799999999999997,1.38
TSK002952,PRJ0088,EMP0196,Ananya Das,Bug Fix task #2953,2025-05-13,2025-06-03,2025-06-05,65.6,41.4,Completed,Medium,Research,0,0.0,True,True,24.199999999999996,0.63
TSK002953,PRJ0088,EMP0103,Myra Iyer,Deployment task #2954,2025-07-03,2025-07-21,2025-07-20,55.1,50.4,Completed,Low,Bug Fix,2,2.0,True,False,4.700000000000003,0.91
TSK002954,PRJ0088,EMP0177,Shaurya Malhotra,Bug Fix task #2955,2025-08-30,2025-09-18,2025-09-19,25.8,26.8,Completed,Low,Design,0,0.0,True,True,-1.0,1.04
TSK002955,PRJ0088,EMP0216,Aarav Rao,Research task #2956,2024-12-07,2024-12-20,2024-12-19,31.2,36.3,Completed,High,Documentation,1,2.1,True,False,-5.099999999999998,1.16
TSK002956,PRJ0088,EMP0403,Anika Singh,Bug Fix task #2957,2025-03-14,2025-03-22,2025-03-22,12.3,8.4,Completed,Low,Development,1,0.6,True,False,3.9000000000000004,0.68
TSK002957,PRJ0088,EMP0242,Arnav Menon,Research task #2958,2025-03-13,2025-03-27,2025-03-30,32.2,43.3,Completed,Medium,Testing,0,0.0,True,True,-11.099999999999994,1.34
TSK002958,PRJ0088,EMP0093,Shaurya Iyer,Testing task #2959,2025-07-06,2025-07-15,2025-07-18,63.3,49.2,Completed,Low,Testing,1,3.0,True,True,14.099999999999994,0.78
TSK002959,PRJ0088,EMP0398,Dhruv Bose,Deployment task #2960,2025-06-25,2025-07-09,2025-07-08,27.3,17.2,Completed,Medium,Code Review,0,0.0,True,False,10.100000000000001,0.63
TSK002960,PRJ0089,EMP0298,Shaurya Kapoor,Design task #2961,2023-09-22,2023-10-04,2023-10-05,6.2,4.1,Completed,High,Deployment,0,0.0,True,True,2.1000000000000005,0.66
TSK002961,PRJ0089,EMP0078,Zara Kapoor,Bug Fix task #2962,2023-09-23,2023-09-25,2023-10-03,59.8,50.9,Completed,High,Development,2,2.9,True,True,8.899999999999999,0.85
TSK002962,PRJ0089,EMP0062,Ishaan Bose,Deployment task #2963,2023-07-11,2023-07-13,2023-07-14,64.7,52.5,Completed,Low,Testing,0,0.0,True,True,12.200000000000003,0.81
TSK002963,PRJ0089,EMP0389,Kavya Kapoor,Code Review task #2964,2023-07-05,2023-07-15,2023-07-16,39.3,54.5,Completed,Medium,Research,0,0.0,True,True,-15.200000000000003,1.39
TSK002964,PRJ0089,EMP0227,Shaurya Gupta,Documentation task #2965,2023-07-06,2023-07-21,2023-07-19,81.7,54.9,Completed,High,Documentation,0,0.0,True,False,26.800000000000004,0.67
TSK002965,PRJ0089,EMP0355,Advait Singh,Research task #2966,2023-07-22,2023-07-24,2023-08-01,0.0,45.6,Completed,Low,Deployment,0,0.0,True,True,-45.6,
TSK002966,PRJ0089,EMP0025,Zara Das,Research task #2967,2023-07-09,2023-07-11,,14.9,17.7,To Do,Low,Code Review,0,0.0,False,False,-2.799999999999999,1.19
TSK002967,PRJ0089,EMP0554,Ira Kumar,Research task #2968,2023-07-31,2023-08-09,2023-08-09,23.9,17.1,Completed,High,Deployment,0,0.0,True,False,6.799999999999997,0.72
TSK002968,PRJ0089,EMP0366,Kavya Verma,Code Review task #2969,2023-07-20,2023-07-24,2023-08-01,69.0,45.2,Completed,High,Design,0,0.0,True,True,23.799999999999997,0.66
TSK002969,PRJ0089,EMP0161,Tara Kapoor,Development task #2970,2023-06-18,2023-06-25,2023-06-26,65.2,50.0,Completed,High,Deployment,2,2.8,True,True,15.200000000000003,0.77
TSK002970,PRJ0089,EMP0143,Anika Krishnan,Bug Fix task #2971,2023-07-02,2023-07-16,2023-07-18,41.5,51.3,Completed,Low,Deployment,0,0.0,True,True,-9.799999999999997,1.24
TSK002971,PRJ0089,EMP0047,Sara Kumar,Testing task #2972,2023-07-29,2023-08-15,2023-08-13,73.8,46.5,Completed,Low,Code Review,0,0.0,True,False,27.299999999999997,0.63
TSK002972,PRJ0089,EMP0245,Aarav Menon,Design task #2973,2023-06-24,2023-07-01,2023-07-04,24.3,17.8,Completed,Low,Documentation,1,1.1,True,True,6.5,0.73
TSK002973,PRJ0089,EMP0518,Yuvan Kapoor,Design task #2974,2023-07-24,2023-08-02,2023-08-02,21.7,20.6,Completed,High,Deployment,1,2.0,True,False,1.0999999999999979,0.95
TSK002974,PRJ0089,EMP0538,Myra Krishnan,Bug Fix task #2975,2023-06-20,2023-06-22,2023-06-22,18.8,14.7,Completed,High,Documentation,0,0.0,True,False,4.100000000000001,0.78
TSK002975,PRJ0089,EMP0132,Ira Iyer,Code Review task #2976,2023-09-01,2023-09-19,2023-09-18,28.9,40.3,Completed,High,Research,0,0.0,True,False,-11.399999999999999,1.39
TSK002976,PRJ0089,EMP0109,Myra Iyer,Development task #2977,2023-07-30,2023-08-11,2023-08-11,29.8,36.7,Completed,Medium,Code Review,1,1.7,True,False,-6.900000000000002,1.23
TSK002977,PRJ0089,EMP0296,Kiaan Kapoor,Development task #2978,2023-07-20,2023-07-29,2023-07-28,40.1,30.3,Completed,Low,Documentation,2,3.4,True,False,9.8,0.76
TSK002978,PRJ0089,EMP0263,Kavya Kumar,Documentation task #2979,2023-08-02,2023-08-20,2023-08-18,39.8,26.1,Completed,Medium,Code Review,1,1.3,True,False,13.699999999999996,0.66
TSK002979,PRJ0089,EMP0285,Kavya Das,Research task #2980,2023-09-02,2023-09-16,,5.2,25.2,Blocked,Medium,Testing,4,9.3,False,False,-20.0,4.85
TSK002980,PRJ0089,EMP0152,Vivaan Iyer,Design task #2981,2023-06-18,2023-07-07,2023-07-08,38.6,35.3,Completed,Medium,Design,0,0.0,True,True,3.3000000000000043,0.91
TSK002981,PRJ0089,EMP0547,Diya Das,Design task #2982,2023-09-12,2023-09-23,2023-10-05,50.9,56.9,Completed,Medium,Deployment,1,1.4,True,True,-6.0,1.12
TSK002982,PRJ0090,EMP0452,Myra Malhotra,Testing task #2983,2024-08-23,2024-09-07,2024-09-09,11.0,11.4,Completed,Medium,Documentation,0,0.0,True,True,-0.40000000000000036,1.04
TSK002983,PRJ0090,EMP0410,Vihaan Nair,Deployment task #2984,2024-08-30,2024-09-15,2024-09-16,31.2,33.3,Completed,Low,Research,0,0.0,True,True,-2.099999999999998,1.07
TSK002984,PRJ0090,EMP0395,Zara Krishnan,Deployment task #2985,2024-08-17,2024-09-04,2024-09-05,16.0,12.8,Completed,Low,Deployment,2,5.8,True,True,3.1999999999999993,0.8
TSK002985,PRJ0090,EMP0139,Veer Verma,Documentation task #2986,2024-08-25,2024-09-13,,1.5,6.3,In Progress,Medium,Development,0,0.0,False,False,-4.8,4.2
TSK002986,PRJ0090,EMP0096,Navya Rao,Documentation task #2987,2024-08-05,2024-08-26,2024-08-27,24.5,18.2,Completed,High,Research,2,2.6,True,True,6.300000000000001,0.74
TSK002987,PRJ0090,EMP0475,Aarav Iyer,Deployment task #2988,2024-08-02,2024-08-22,,10.9,19.4,In Progress,Medium,Deployment,1,1.8,False,False,-8.499999999999998,1.78
TSK002988,PRJ0090,EMP0589,Reyansh Pillai,Code Review task #2989,2024-08-30,2024-09-08,2024-09-07,44.7,57.0,Completed,Low,Deployment,0,0.0,True,False,-12.299999999999997,1.28
TSK002989,PRJ0090,EMP0482,Ananya Krishnan,Development task #2990,2024-08-13,2024-08-27,2024-09-04,80.4,54.9,Completed,Medium,Testing,1,2.8,True,True,25.500000000000007,0.68
TSK002990,PRJ0090,EMP0509,Dhruv Gupta,Testing task #2991,2024-08-20,2024-08-30,,13.4,28.0,In Progress,High,Research,0,0.0,False,False,-14.6,2.09
TSK002991,PRJ0090,EMP0465,Meera Malhotra,Design task #2992,2024-08-04,2024-08-19,,23.9,41.9,To Do,Low,Bug Fix,0,0.0,False,False,-18.0,1.75
TSK002992,PRJ0090,EMP0254,Rudra Malhotra,Bug Fix task #2993,2024-08-19,2024-08-24,2024-08-23,55.3,46.7,Completed,Medium,Testing,2,6.0,True,False,8.599999999999994,0.84
TSK002993,PRJ0090,EMP0149,Vivaan Verma,Testing task #2994,2024-08-24,2024-09-10,2024-09-18,26.8,22.4,Completed,Low,Research,1,2.9,True,True,4.400000000000002,0.84
TSK002994,PRJ0090,EMP0576,Riya Reddy,Testing task #2995,2024-09-08,2024-09-27,2024-09-26,60.7,39.9,Completed,High,Bug Fix,1,1.9,True,False,20.800000000000004,0.66
TSK002995,PRJ0090,EMP0027,Tara Pillai,Deployment task #2996,2024-09-09,2024-09-14,2024-09-19,34.1,33.7,Completed,Low,Research,0,0.0,True,True,0.3999999999999986,0.99
TSK002996,PRJ0090,EMP0233,Saanvi Pillai,Bug Fix task #2997,2024-08-03,2024-08-13,2024-08-18,65.7,43.5,Completed,Medium,Development,3,5.5,True,True,22.200000000000003,0.66
TSK002997,PRJ0090,EMP0505,Navya Reddy,Code Review task #2998,2024-08-07,2024-08-28,2024-08-27,26.4,28.4,Completed,High,Code Review,0,0.0,True,False,-2.0,1.08
TSK002998,PRJ0090,EMP0003,Myra Gupta,Testing task #2999,2024-07-31,2024-08-10,2024-08-12,8.0,7.3,Completed,Low,Bug Fix,0,0.0,True,True,0.7000000000000002,0.91
TSK002999,PRJ0090,EMP0320,Ira Krishnan,Deployment task #3000,2024-08-02,2024-08-23,2024-08-24,35.4,28.9,Completed,High,Code Review,0,0.0,True,True,6.5,0.82
TSK003000,PRJ0090,EMP0158,Aryan Verma,Deployment task #3001,2024-08-29,2024-09-08,2024-09-07,68.5,55.7,Completed,Low,Research,1,2.6,True,False,12.799999999999997,0.81
TSK003001,PRJ0090,EMP0200,Veer Reddy,Documentation task #3002,2024-08-26,2024-09-07,,18.4,26.8,Blocked,High,Research,1,2.8,False,False,-8.400000000000002,1.46
TSK003002,PRJ0090,EMP0069,Meera Das,Development task #3003,2024-08-03,2024-08-15,2024-08-16,62.6,51.0,Completed,Medium,Research,0,0.0,True,True,11.600000000000001,0.81
TSK003003,PRJ0090,EMP0471,Meera Verma,Documentation task #3004,2024-08-07,2024-08-15,2024-08-14,24.8,35.3,Completed,High,Development,0,0.0,True,False,-10.499999999999996,1.42
TSK003004,PRJ0090,EMP0264,Kiaan Das,Testing task #3005,2024-08-03,2024-08-10,2024-08-11,90.2,57.9,Completed,Medium,Bug Fix,2,2.5,True,True,32.300000000000004,0.64
TSK003005,PRJ0090,EMP0507,Kiaan Bose,Research task #3006,2024-08-29,2024-09-15,2024-09-15,16.6,23.7,Completed,Low,Research,2,1.8,True,False,-7.099999999999998,1.43
TSK003006,PRJ0090,EMP0441,Anika Verma,Research task #3007,2024-08-13,2024-08-25,2024-08-27,67.6,45.5,Completed,Low,Development,0,0.0,True,True,22.099999999999994,0.67
TSK003007,PRJ0090,EMP0302,Aditya Malhotra,Research task #3008,2024-08-13,2024-08-18,2024-08-16,44.1,32.7,Completed,Low,Design,2,1.7,True,False,11.399999999999999,0.74
TSK003008,PRJ0090,EMP0357,Advait Rao,Code Review task #3009,2024-08-19,2024-08-23,2024-08-21,28.2,17.8,Completed,Medium,Code Review,0,0.0,True,False,10.399999999999999,0.63
TSK003009,PRJ0090,EMP0495,Vihaan Nair,Development task #3010,2024-08-08,2024-08-11,2024-08-19,23.8,22.8,Completed,High,Documentation,1,2.7,True,True,1.0,0.96
TSK003010,PRJ0090,EMP0447,Ananya Iyer,Testing task #3011,2024-09-08,2024-09-13,2024-09-13,7.4,5.2,Completed,Low,Code Review,2,4.3,True,False,2.2,0.7
TSK003011,PRJ0090,EMP0031,Rudra Iyer,Bug Fix task #3012,2024-09-08,2024-09-25,2024-09-25,78.1,52.8,Completed,Medium,Research,1,2.4,True,False,25.299999999999997,0.68
TSK003012,PRJ0090,EMP0446,Ananya Gupta,Design task #3013,2024-08-25,2024-09-05,2024-09-04,57.8,58.3,Completed,High,Testing,0,0.0,True,False,-0.5,1.01
TSK003013,PRJ0090,EMP0422,Rudra Reddy,Testing task #3014,2024-09-05,2024-09-17,2024-09-25,16.6,19.5,Completed,Medium,Development,0,0.0,True,True,-2.8999999999999986,1.17
TSK003014,PRJ0090,EMP0375,Aadhya Rao,Bug Fix task #3015,2024-09-04,2024-09-13,,6.8,53.8,To Do,Medium,Bug Fix,1,1.1,False,False,-47.0,7.91
TSK003015,PRJ0090,EMP0304,Vihaan Kumar,Deployment task #3016,2024-08-22,2024-09-04,2024-09-02,18.1,22.6,Completed,High,Deployment,0,0.0,True,False,-4.5,1.25
TSK003016,PRJ0090,EMP0510,Rudra Rao,Code Review task #3017,2024-07-31,2024-08-07,2024-08-07,25.3,24.4,Completed,Medium,Testing,2,3.7,True,False,0.9000000000000021,0.96
TSK003017,PRJ0091,EMP0196,Ananya Das,Design task #3018,2025-01-08,2025-01-28,2025-02-02,82.1,56.0,Completed,Medium,Bug Fix,0,0.0,True,True,26.099999999999994,0.68
TSK003018,PRJ0091,EMP0155,Sara Gupta,Testing task #3019,2025-01-12,2025-01-27,2025-01-27,18.6,17.8,Completed,Medium,Testing,0,0.0,True,False,0.8000000000000007,0.96
TSK003019,PRJ0091,EMP0495,Vihaan Nair,Code Review task #3020,2025-01-24,2025-02-09,2025-02-10,54.3,52.9,Completed,High,Deployment,0,0.0,True,True,1.3999999999999986,0.97
TSK003020,PRJ0091,EMP0224,Myra Menon,Deployment task #3021,2024-12-22,2024-12-29,2025-01-03,44.6,50.8,Completed,High,Development,0,0.0,True,True,-6.199999999999996,1.14
TSK003021,PRJ0091,EMP0068,Arnav Pillai,Testing task #3022,2025-01-26,2025-02-10,2025-02-13,47.7,59.6,Completed,Medium,Code Review,0,0.0,True,True,-11.899999999999999,1.25
TSK003022,PRJ0091,EMP0386,Riya Kumar,Code Review task #3023,2024-12-22,2025-01-06,2025-01-04,20.2,21.9,Completed,Medium,Development,0,0.0,True,False,-1.6999999999999993,1.08
TSK003023,PRJ0091,EMP0523,Tara Reddy,Code Review task #3024,2024-12-24,2024-12-26,2024-12-28,69.2,58.9,Completed,Low,Code Review,2,3.9,True,True,10.300000000000004,0.85
TSK003024,PRJ0091,EMP0253,Vihaan Pillai,Testing task #3025,2025-01-15,2025-01-26,2025-01-27,65.2,47.0,Completed,Low,Bug Fix,0,0.0,True,True,18.200000000000003,0.72
TSK003025,PRJ0091,EMP0528,Anika Malhotra,Development task #3026,2024-12-25,2025-01-15,2025-01-20,42.4,31.3,Completed,Medium,Development,1,0.5,True,True,11.099999999999998,0.74
TSK003026,PRJ0091,EMP0560,Myra Iyer,Testing task #3027,2024-12-25,2025-01-02,2024-12-31,25.5,19.0,Completed,High,Development,0,0.0,True,False,6.5,0.75
TSK003027,PRJ0091,EMP0348,Myra Menon,Development task #3028,2025-01-11,2025-01-20,2025-01-20,75.2,58.9,Completed,High,Design,0,0.0,True,False,16.300000000000004,0.78
TSK003028,PRJ0091,EMP0109,Myra Iyer,Design task #3029,2025-01-02,2025-01-07,2025-01-15,64.4,60.0,Completed,High,Testing,0,0.0,True,True,4.400000000000006,0.93
TSK003029,PRJ0091,EMP0165,Sara Malhotra,Deployment task #3030,2025-01-05,2025-01-21,2025-01-22,76.5,54.7,Completed,High,Documentation,1,0.8,True,True,21.799999999999997,0.72
TSK003030,PRJ0091,EMP0407,Kabir Malhotra,Deployment task #3031,2024-12-28,2025-01-07,2025-01-08,9.9,6.9,Completed,High,Testing,0,0.0,True,True,3.0,0.7
TSK003031,PRJ0091,EMP0177,Shaurya Malhotra,Deployment task #3032,2025-01-11,2025-01-31,2025-02-02,4.0,4.3,Completed,Medium,Deployment,3,7.8,True,True,-0.2999999999999998,1.08
TSK003032,PRJ0091,EMP0508,Diya Sharma,Documentation task #3033,2024-12-25,2025-01-08,2025-01-16,68.1,46.5,Completed,Low,Code Review,0,0.0,True,True,21.599999999999994,0.68
TSK003033,PRJ0091,EMP0589,Reyansh Pillai,Testing task #3034,2025-01-26,2025-01-29,2025-01-28,35.8,23.3,Completed,Medium,Code Review,1,2.4,True,False,12.499999999999996,0.65
TSK003034,PRJ0091,EMP0361,Aryan Pillai,Design task #3035,2024-12-20,2024-12-26,2025-01-03,44.9,33.6,Completed,Low,Documentation,2,2.6,True,True,11.299999999999997,0.75
TSK003035,PRJ0091,EMP0024,Kavya Verma,Testing task #3036,2025-01-17,2025-01-27,,49.9,59.8,To Do,Low,Deployment,1,0.7,False,False,-9.899999999999999,1.2
TSK003036,PRJ0091,EMP0372,Diya Krishnan,Documentation task #3037,2025-01-18,2025-02-06,2025-02-09,20.9,18.1,Completed,High,Documentation,0,0.0,True,True,2.799999999999997,0.87
TSK003037,PRJ0091,EMP0320,Ira Krishnan,Deployment task #3038,2024-12-20,2025-01-02,2025-01-10,47.3,33.0,Completed,High,Testing,1,0.9,True,True,14.299999999999997,0.7
TSK003038,PRJ0091,EMP0177,Shaurya Malhotra,Design task #3039,2024-12-18,2025-01-01,2025-01-04,35.4,28.3,Completed,Medium,Bug Fix,1,2.2,True,True,7.099999999999998,0.8
TSK003039,PRJ0091,EMP0168,Aarav Das,Documentation task #3040,2024-12-26,2025-01-14,2025-01-14,24.8,17.4,Completed,High,Deployment,2,2.2,True,False,7.400000000000002,0.7
TSK003040,PRJ0091,EMP0348,Myra Menon,Design task #3041,2025-01-27,2025-02-15,2025-02-17,83.2,59.4,Completed,High,Development,2,5.5,True,True,23.800000000000004,0.71
TSK003041,PRJ0092,EMP0466,Kiaan Nair,Bug Fix task #3042,2024-06-02,2024-06-04,2024-06-09,10.3,8.5,Completed,High,Code Review,1,2.8,True,True,1.8000000000000007,0.83
TSK003042,PRJ0092,EMP0274,Vivaan Gupta,Code Review task #3043,2024-05-22,2024-06-04,2024-06-04,15.7,16.5,Completed,High,Documentation,0,0.0,True,False,-0.8000000000000007,1.05
TSK003043,PRJ0092,EMP0075,Diya Malhotra,Bug Fix task #3044,2024-02-03,2024-02-10,,30.1,45.6,To Do,Medium,Development,0,0.0,False,False,-15.5,1.51
TSK003044,PRJ0092,EMP0435,Aditya Gupta,Testing task #3045,2024-05-14,2024-05-24,2024-05-25,51.0,39.8,Completed,High,Development,2,1.3,True,True,11.200000000000003,0.78
TSK003045,PRJ0092,EMP0303,Myra Kapoor,Development task #3046,2024-01-27,2024-02-14,2024-02-12,47.7,34.9,Completed,Low,Research,0,0.0,True,False,12.800000000000004,0.73
TSK003046,PRJ0092,EMP0481,Tara Kapoor,Design task #3047,2024-05-27,2024-06-09,2024-06-10,41.7,48.0,Completed,Low,Deployment,0,0.0,True,True,-6.299999999999997,1.15
TSK003047,PRJ0092,EMP0217,Zara Kumar,Research task #3048,2024-03-24,2024-03-30,2024-04-11,46.2,56.7,Completed,Low,Research,0,0.0,True,True,-10.5,1.23
TSK003048,PRJ0092,EMP0468,Rudra Pillai,Deployment task #3049,2024-03-31,2024-04-12,2024-04-15,38.8,24.3,Completed,Low,Testing,0,0.0,True,True,14.499999999999996,0.63
TSK003049,PRJ0092,EMP0103,Myra Iyer,Bug Fix task #3050,2024-04-08,2024-04-23,,22.4,33.5,In Progress,High,Research,0,0.0,False,False,-11.100000000000001,1.5
TSK003050,PRJ0092,EMP0556,Vihaan Bose,Research task #3051,2024-06-04,2024-06-11,2024-06-12,37.8,52.9,Completed,Medium,Documentation,0,0.0,True,True,-15.100000000000001,1.4
TSK003051,PRJ0092,EMP0378,Kiaan Krishnan,Documentation task #3052,2024-06-03,2024-06-14,2024-06-14,54.4,48.3,Completed,High,Design,0,0.0,True,False,6.100000000000001,0.89
TSK003052,PRJ0092,EMP0539,Vivaan Kumar,Research task #3053,2024-04-23,2024-04-26,2024-04-26,27.6,17.5,Completed,High,Code Review,2,3.0,True,False,10.100000000000001,0.63
TSK003053,PRJ0092,EMP0422,Rudra Reddy,Bug Fix task #3054,2024-05-19,2024-06-06,2024-06-14,30.5,40.1,Completed,Low,Bug Fix,0,0.0,True,True,-9.600000000000001,1.31
TSK003054,PRJ0092,EMP0081,Ira Malhotra,Design task #3055,2024-03-24,2024-04-05,2024-04-06,50.7,52.7,Completed,High,Testing,0,0.0,True,True,-2.0,1.04
